num,audio_vector
00021,"[ 3.54095459e-01  8.55278909e-01  1.70311540e-01  4.47820395e-01
  1.85941055e-01  9.46217179e-02  2.59767652e-01  1.49510011e-01
  4.93781418e-01  3.49059075e-01  1.09008633e-01  3.33027959e-01
  3.61962467e-01  5.31934202e-01  6.67961240e-01  1.96153209e-01
 -2.96220422e+00  1.30672865e+01 -1.15014410e+00  6.00059175e+00
  2.12957597e+00 -6.82083368e-01 -1.56663764e+00 -9.54750657e-01
  6.01618814e+00  4.54212999e+00 -8.81884098e-01  4.07784414e+00
 -1.61516142e+00 -6.88752890e+00  9.30974293e+00  1.33948755e+00
  2.53482252e-04 -1.78347286e-03  3.49657148e-04  1.21595411e-03
 -7.83001765e-04 -3.41011800e-05 -3.47002959e-04 -5.26204833e-04
 -1.60696771e-03 -2.50423362e-03  1.20038940e-03  5.10399158e-04
  1.53917087e-03  1.37890506e-03 -6.59215145e-04  7.88424769e-04]"
00022,"[ 2.31749833e-01  7.80728638e-01  2.78812319e-01  4.92663234e-01
  1.84957713e-01  1.47541836e-01  2.27229908e-01  2.58264303e-01
  3.59817386e-01  3.29496413e-01  1.85616121e-01  2.67147869e-01
  2.89605081e-01  5.39103568e-01  6.04555786e-01  2.57673740e-01
 -3.89996743e+00  1.60252571e+01 -1.50823247e+00  7.69919729e+00
  2.55671525e+00 -7.25289166e-01 -1.59971631e+00 -1.77476704e+00
  7.23085642e+00  5.63147831e+00 -6.54916584e-01  4.53445864e+00
 -2.01924896e+00 -8.76550579e+00  1.14721537e+01  1.81568265e+00
  2.49988095e-03 -1.75834313e-03  2.12499130e-03  3.09350144e-04
  1.20901603e-03 -6.86659836e-04 -2.34706152e-03  8.62252891e-04
 -2.29546148e-04  3.76446634e-04  1.09862616e-04  1.36276596e-04
 -5.61942657e-04  9.51227979e-04  1.35106714e-03 -1.23739727e-03]"
00023,"[ 1.48516700e-01  2.80367464e-01  1.91967711e-01  2.07896218e-01
  1.14200398e-01  1.64012477e-01  1.42183721e-01  2.05929294e-01
  1.74347222e-01  1.85498208e-01  1.34802282e-01  1.56828731e-01
  2.06245512e-01  2.04961225e-01  2.46348485e-01  1.29388526e-01
 -3.83438015e+00  1.62315235e+01 -1.27711630e+00  8.01488495e+00
  2.41556191e+00 -7.65054703e-01 -9.41233575e-01 -2.30034757e+00
  7.45577765e+00  6.23514318e+00 -8.52280259e-01  4.18652534e+00
 -1.63552225e+00 -9.12919426e+00  1.16328678e+01  1.94354796e+00
 -6.72522264e-04 -3.70745577e-03 -1.50779119e-03 -7.46708650e-04
  1.34810627e-03 -2.87135117e-03  5.16532514e-04 -3.20586384e-04
 -8.45268241e-04 -2.97222178e-03  2.54534809e-03 -7.98462293e-04
  2.44127532e-03  3.10747848e-03 -2.15730097e-04  4.46266089e-04]"
00024,"[ 4.19669300e-01  1.05663729e+00  2.49256909e-01  6.72054410e-01
  3.04361224e-01  1.76800579e-01  2.70931363e-01  2.67249316e-01
  5.58549821e-01  4.56301928e-01  1.70901477e-01  2.85154134e-01
  3.12278539e-01  6.96710527e-01  7.34139979e-01  3.32157046e-01
 -4.08356428e+00  1.65250740e+01 -1.34216368e+00  8.10897255e+00
  2.68730450e+00 -8.72952461e-01 -1.36722457e+00 -2.05830503e+00
  7.43872118e+00  6.00007629e+00 -6.72406554e-01  4.35356903e+00
 -1.87231922e+00 -9.19571209e+00  1.15497789e+01  2.05343246e+00
 -2.69816064e-03  1.00869419e-02 -2.09652104e-03  4.88145331e-03
  4.57935685e-03  8.75442711e-04 -1.48653296e-03  2.28297889e-03
  5.77478939e-03  3.27728956e-03  6.77821601e-04  4.80960220e-03
 -2.84631257e-03 -5.40239689e-03  5.43113244e-03  2.89778169e-03]"
00025,"[ 1.79926738e-01  4.88248587e-01  1.82321653e-01  3.17933500e-01
  1.22118942e-01  1.54647335e-01  2.11501047e-01  2.54579782e-01
  2.68891484e-01  2.83746511e-01  1.59661874e-01  2.28164062e-01
  3.12509239e-01  3.47600222e-01  4.11526889e-01  1.77132934e-01
 -3.82213044e+00  1.61237335e+01 -1.41280091e+00  7.74609280e+00
  2.40437818e+00 -8.08987081e-01 -1.26837134e+00 -2.00424957e+00
  7.36340666e+00  5.83925247e+00 -7.01418698e-01  4.46066952e+00
 -2.08592176e+00 -8.92556858e+00  1.15643034e+01  1.84733796e+00
  3.91822493e-03 -6.01232358e-03  1.53313068e-03 -4.83242467e-03
 -5.29435455e-04  8.45250284e-04  1.22603099e-03  5.11834917e-03
 -2.44613794e-03  5.13099198e-04 -2.66925774e-04 -2.82463864e-04
  1.07255425e-03  2.56920472e-04 -7.41607715e-03 -6.06081425e-04]"
00026,"[ 1.83316067e-01  4.40656364e-01  1.35464385e-01  2.92047143e-01
  1.56193778e-01  1.19689107e-01  2.40410969e-01  3.28660756e-01
  2.64747500e-01  2.88444161e-01  1.16832621e-01  2.20075503e-01
  1.99567288e-01  3.25176775e-01  3.33932042e-01  1.82144344e-01
 -4.10521841e+00  1.71187439e+01 -1.66804326e+00  8.37418938e+00
  2.60503840e+00 -6.74694300e-01 -1.49124181e+00 -2.01184797e+00
  7.81796217e+00  6.31613111e+00 -7.13845968e-01  4.74758148e+00
 -2.10778284e+00 -9.56502247e+00  1.22875280e+01  1.99329567e+00
  1.16688064e-03  8.95907736e-04  5.91529486e-04 -6.53049885e-04
  7.05516746e-04 -7.10361661e-04 -2.51523679e-03  1.28581763e-03
  1.72154516e-03 -9.82421076e-04  3.35541845e-03  2.33330278e-04
  1.03714273e-03 -9.13336746e-04  1.36883442e-03 -9.44295755e-04]"
00027,"[ 3.59119087e-01  1.30085421e+00  3.84271741e-01  8.28588367e-01
  2.31121898e-01  1.48916647e-01  3.94729614e-01  4.72625196e-01
  6.90677822e-01  6.09554946e-01  1.96204424e-01  4.79254186e-01
  3.81500334e-01  8.94761264e-01  1.03280413e+00  4.00350332e-01
 -3.76307034e+00  1.55257702e+01 -1.24303234e+00  7.40073490e+00
  2.35783458e+00 -7.35696495e-01 -1.29877388e+00 -1.90233719e+00
  6.93131876e+00  5.64727974e+00 -7.70333350e-01  4.10163212e+00
 -2.07327652e+00 -8.47278214e+00  1.10450964e+01  1.67849183e+00
 -1.33137876e-03 -7.00033628e-04 -4.07252556e-05 -3.34054486e-03
 -3.24355945e-03 -2.88633709e-04 -3.67656541e-04 -1.05699922e-04
 -1.03403462e-03  2.62014784e-03 -1.54683274e-03 -1.04866425e-03
 -8.09216601e-04  3.54830220e-03 -9.46516665e-04 -1.74104149e-05]"
00028,"[ 2.43951559e-01  9.61664855e-01  3.23871791e-01  6.52692258e-01
  1.28576964e-01  1.89301684e-01  3.26131910e-01  4.92544502e-01
  5.00012100e-01  5.27159393e-01  2.69888908e-01  4.76571113e-01
  2.63329089e-01  7.02804089e-01  7.73606002e-01  3.95687252e-01
 -4.15670776e+00  1.64985046e+01 -1.51900780e+00  7.72191191e+00
  2.33474469e+00 -6.09641612e-01 -1.21727479e+00 -2.35844278e+00
  7.27585459e+00  6.12870979e+00 -7.23513782e-01  4.21057415e+00
 -2.10165358e+00 -9.25452709e+00  1.17081175e+01  1.89107621e+00
  3.92589304e-04 -4.68463979e-03 -2.82871163e-05 -4.90849548e-03
 -1.14700733e-04 -9.55650535e-04  2.28438154e-03  3.16902537e-03
 -4.18076148e-03 -2.60912659e-03 -1.47971656e-03 -3.27491964e-03
  6.91206537e-04  5.24886042e-03 -3.44002960e-03 -3.14657339e-03]"
00029,"[ 3.22870702e-01  1.08336890e+00  2.06022933e-01  6.53308570e-01
  2.13920221e-01  1.11926831e-01  2.68612474e-01  2.98915207e-01
  5.72098196e-01  4.91170913e-01  1.21321477e-01  3.62537295e-01
  3.11938792e-01  7.02341855e-01  8.63065004e-01  2.17021763e-01
 -2.77846217e+00  1.28463802e+01 -1.08094907e+00  5.94716930e+00
  1.95175540e+00 -6.85191393e-01 -9.58360255e-01 -1.33665252e+00
  5.53519201e+00  4.59430885e+00 -9.31149781e-01  3.56403136e+00
 -1.20788181e+00 -6.78281546e+00  9.03911018e+00  1.34842598e+00
 -7.03121607e-04  6.60047776e-03  6.18001589e-04  2.42652037e-03
  7.75266916e-04 -9.61104838e-04 -1.08384532e-03 -2.82522310e-03
  2.31095461e-03  2.78374323e-03 -1.33847006e-03  1.65971324e-03
 -1.10922658e-03 -3.26128291e-03  9.06276601e-03 -1.33900306e-03]"
00030,"[ 2.34376818e-01  8.41471255e-01  2.68943876e-01  6.09636068e-01
  1.73434377e-01  1.78193808e-01  3.43626827e-01  4.88071293e-01
  5.02421379e-01  5.26121378e-01  2.04978362e-01  3.15033883e-01
  2.91750163e-01  6.58544779e-01  6.88247561e-01  3.61522734e-01
 -3.78589582e+00  1.52694349e+01 -9.97706592e-01  7.26595020e+00
  2.32780838e+00 -7.92288780e-01 -1.17418563e+00 -1.92844117e+00
  6.93409824e+00  5.56960964e+00 -7.41576254e-01  4.08692312e+00
 -2.05352378e+00 -8.39772511e+00  1.09348326e+01  1.52671719e+00
  3.01303364e-03 -2.43902614e-03  1.60642783e-03 -3.45110995e-03
  6.97965041e-04  4.98563879e-04  1.01284434e-04  3.37574803e-03
 -2.80898249e-03  1.54200782e-03 -3.52021975e-04  1.21881921e-03
 -2.45638013e-03  2.90059738e-03 -8.59006246e-03 -2.20584143e-03]"
00031,"[ 2.90291995e-01  7.92860210e-01  2.24726036e-01  4.86081809e-01
  1.97986037e-01  1.88839763e-01  3.29604298e-01  4.83316869e-01
  4.40726012e-01  4.46688592e-01  1.82050496e-01  3.62196982e-01
  2.97034919e-01  5.57524681e-01  6.41076326e-01  2.22704783e-01
 -4.06259155e+00  1.67678318e+01 -1.51652956e+00  8.26850796e+00
  2.48627639e+00 -7.77474105e-01 -1.34823191e+00 -2.17989874e+00
  7.62124348e+00  6.22354317e+00 -7.01899409e-01  4.51732111e+00
 -2.00776172e+00 -9.38361645e+00  1.20707502e+01  1.86960781e+00
 -3.04011555e-03  5.21217045e-03  1.76225564e-03  2.90619919e-03
  1.09269527e-03  9.42485773e-04  6.33400268e-04  9.02331538e-04
  4.15608720e-03  7.65344017e-04 -4.68542147e-04  1.00195408e-03
 -4.98066473e-03 -3.01194497e-03  3.49912073e-03  1.40433434e-03]"
00032,"[ 3.66460621e-01  1.21304369e+00  2.72350222e-01  7.60369301e-01
  1.77130893e-01  1.23304613e-01  2.35642821e-01  3.40673149e-01
  6.61598921e-01  5.70662916e-01  1.12565488e-01  3.74436200e-01
  2.19007790e-01  8.40322793e-01  9.42652762e-01  3.78913641e-01
 -3.58761477e+00  1.55806265e+01 -1.73360372e+00  7.60075569e+00
  2.27751827e+00 -7.17345476e-01 -1.67669415e+00 -1.57722926e+00
  6.94878292e+00  5.71801853e+00 -7.31049538e-01  4.64070702e+00
 -1.79300690e+00 -8.51810646e+00  1.12732697e+01  1.89862919e+00
  4.86545277e-03 -1.19116897e-02  2.00792307e-03 -6.44292689e-03
 -2.13710875e-03  1.56591909e-04  3.36654166e-04  3.52417901e-03
 -5.78460734e-03 -6.11929506e-03 -1.24115605e-03 -3.16187357e-03
  3.28359785e-03  8.73675000e-03 -8.14351465e-03 -1.48302444e-03]"
00033,"[ 2.00731874e-01  4.64966923e-01  2.07414940e-01  3.19290489e-01
  1.44490108e-01  1.96161032e-01  2.45345086e-01  3.68328810e-01
  2.59670824e-01  2.76938051e-01  1.33666992e-01  2.25166351e-01
  2.58238077e-01  3.40233326e-01  3.55791628e-01  1.81123883e-01
 -3.93929076e+00  1.66193867e+01 -1.59251559e+00  8.11449623e+00
  2.50377727e+00 -7.57131696e-01 -1.54892886e+00 -1.86796367e+00
  7.59912062e+00  6.01287031e+00 -6.54516339e-01  4.73438311e+00
 -2.13609958e+00 -9.22022438e+00  1.19541941e+01  1.75910294e+00
  3.57527458e-03 -3.69180166e-03  1.81175883e-03 -3.80492414e-03
  3.39680248e-05 -1.06416706e-04  7.80243013e-04 -2.44381514e-03
 -1.35811985e-04 -2.06958127e-03  4.45747286e-04 -3.08546653e-03
 -1.00092501e-04  3.04490073e-03 -2.24946299e-03  2.11842294e-04]"
00034,"[ 3.30909282e-01  9.68123913e-01  2.38255799e-01  6.23937666e-01
  2.52486974e-01  1.68368325e-01  3.25302780e-01  5.08988976e-01
  5.30037522e-01  5.57460308e-01  1.92839697e-01  3.00151080e-01
  3.90560091e-01  6.80240750e-01  7.36722052e-01  2.81323493e-01
 -4.09208107e+00  1.68929653e+01 -1.48869574e+00  8.31669044e+00
  2.52441096e+00 -7.97994494e-01 -1.15857720e+00 -2.47038364e+00
  7.73809290e+00  6.38673449e+00 -7.68166602e-01  4.45920324e+00
 -1.88963032e+00 -9.48939991e+00  1.21501961e+01  2.03281403e+00
 -2.35598515e-03  6.99823738e-04 -2.31884573e-03 -1.08893101e-03
  5.80715063e-04  2.18920715e-03  1.83621562e-03 -2.35763218e-03
  8.84623609e-04  2.53764686e-03  1.41485418e-03  6.94869930e-04
 -7.90877634e-04 -2.51306734e-03  2.31794822e-03 -1.26652216e-03]"
00035,"[ 1.98765501e-01  6.36521101e-01  1.84829757e-01  4.04053062e-01
  1.21072493e-01  9.20350477e-02  2.12213725e-01  3.03943545e-01
  3.26004446e-01  3.32845926e-01  1.40216053e-01  1.79928422e-01
  2.04012886e-01  4.23505098e-01  4.92276341e-01  1.48637429e-01
 -4.25921106e+00  1.75694637e+01 -1.69660568e+00  8.64893818e+00
  2.66631651e+00 -8.28272462e-01 -1.41769540e+00 -2.40098357e+00
  7.97401857e+00  6.49576092e+00 -7.19802380e-01  4.61575842e+00
 -2.06423831e+00 -9.87181568e+00  1.25534515e+01  2.14335561e+00
 -4.23526153e-04  3.74787078e-03 -5.44749264e-04  3.15900542e-03
  1.70036768e-04  5.51926147e-04 -3.47243033e-04  1.04669450e-03
  1.64142226e-03 -1.73885292e-03  1.04353825e-03 -1.52204791e-03
  1.57465945e-03 -2.79498100e-03  4.81422131e-03  8.80367990e-04]"
00036,"[ 2.43919447e-01  6.30952120e-01  2.52305657e-01  4.00685787e-01
  1.42130449e-01  1.31491080e-01  2.53132433e-01  3.47614616e-01
  3.40335339e-01  3.69555861e-01  1.46405861e-01  2.64582396e-01
  2.57968724e-01  4.49948400e-01  5.22233248e-01  2.03680292e-01
 -4.07812548e+00  1.69551277e+01 -1.53873134e+00  8.27298450e+00
  2.60494947e+00 -7.54047275e-01 -1.48098421e+00 -2.06445765e+00
  7.72962236e+00  6.09659433e+00 -7.61949599e-01  4.57297277e+00
 -2.15685177e+00 -9.47486973e+00  1.20428410e+01  1.96790385e+00
 -3.87769326e-03  5.09911317e-03 -5.63642918e-04 -9.86946954e-04
  2.05462305e-04 -2.34540405e-03  9.41752560e-04  7.99796011e-04
  9.64401115e-04  2.06380216e-03  1.32221767e-03  2.13678729e-03
 -1.49813193e-03 -3.13939396e-03  4.58397213e-03 -2.27784295e-03]"
00037,"[ 2.97233969e-01  9.60945666e-01  2.69827187e-01  6.57081187e-01
  1.94135070e-01  1.37134507e-01  3.56216669e-01  5.56923509e-01
  5.34203708e-01  6.00154877e-01  2.08042681e-01  2.93805361e-01
  2.96031296e-01  7.37687707e-01  8.02594423e-01  3.16532850e-01
 -4.32871008e+00  1.65193100e+01 -1.45650280e+00  7.71807289e+00
  2.49176931e+00 -5.51100194e-01 -1.51697302e+00 -2.09382057e+00
  7.42769432e+00  5.96024227e+00 -7.41402507e-01  4.41762114e+00
 -2.46588254e+00 -9.09532928e+00  1.18434782e+01  1.65148866e+00
  4.02268640e-03 -5.86692492e-03  6.73715885e-04 -5.94713851e-03
 -2.45288982e-03 -2.68974652e-04  2.59761117e-04  1.62623593e-03
 -5.50843610e-03 -2.65421674e-03  2.13485147e-04 -2.41128655e-03
  2.74821632e-03  4.96730641e-03 -7.81841563e-03  8.61442497e-05]"
00038,"[ 4.37549174e-01  1.24857044e+00  2.30316311e-01  7.75084019e-01
  2.40465924e-01  1.39300004e-01  3.46870273e-01  5.22026241e-01
  6.58722460e-01  6.05966747e-01  1.69291079e-01  3.37773770e-01
  3.70081365e-01  8.62536371e-01  9.52934086e-01  3.22093010e-01
 -3.80456066e+00  1.54997396e+01 -1.30040443e+00  7.39478588e+00
  2.35059738e+00 -6.79876864e-01 -1.44651222e+00 -1.71376336e+00
  7.00046825e+00  5.64961052e+00 -7.58153200e-01  4.38646412e+00
 -1.94686353e+00 -8.48348141e+00  1.11487360e+01  1.59145164e+00
  5.87422114e-04  9.49117872e-04  1.36234325e-03  1.37893868e-03
  5.32493887e-04 -1.08864687e-03 -1.03250878e-04 -2.86098143e-03
 -2.37233415e-03  8.03739597e-04 -8.74550106e-04 -2.49270700e-04
  2.61056793e-03 -1.81526506e-03 -1.32671381e-03  2.76473470e-04]"
00039,"[ 3.18733513e-01  1.08195102e+00  2.77031213e-01  7.18563020e-01
  1.94380641e-01  1.43415451e-01  3.32089633e-01  5.23527503e-01
  5.99774420e-01  6.31519973e-01  1.59754023e-01  3.90378475e-01
  3.19129974e-01  7.99290478e-01  9.16895330e-01  3.33713114e-01
 -4.11588573e+00  1.66312485e+01 -1.45161438e+00  8.05943775e+00
  2.44802976e+00 -6.92696929e-01 -1.38913631e+00 -2.10693717e+00
  7.54156637e+00  6.14914799e+00 -6.95810556e-01  4.50300121e+00
 -2.10266519e+00 -9.26718521e+00  1.20195780e+01  1.81494296e+00
  9.92527375e-04  5.07080657e-03  2.58450911e-03  5.78648718e-03
  1.56306278e-03 -1.77358463e-03  2.66773473e-03 -1.26197527e-03
 -3.30621361e-04  3.72224435e-03 -2.66693889e-03  9.03998685e-04
  3.90613678e-03 -8.41930381e-04  3.05286636e-03  2.15774800e-03]"
00040,"[ 2.29587615e-01  6.95648789e-01  2.77235121e-01  4.68953252e-01
  1.68613583e-01  1.09984748e-01  2.63383269e-01  2.90767848e-01
  3.71104717e-01  3.24561983e-01  1.47900864e-01  3.39387804e-01
  3.12758714e-01  4.77351934e-01  6.26032650e-01  2.28816152e-01
 -4.00452757e+00  1.66580734e+01 -1.62288725e+00  8.14431572e+00
  2.44353175e+00 -6.90446258e-01 -1.41389036e+00 -2.10867524e+00
  7.55191040e+00  6.14298296e+00 -7.31798470e-01  4.56856918e+00
 -1.97780240e+00 -9.28573895e+00  1.20071287e+01  1.96091747e+00
 -2.47050554e-04 -2.26528828e-03  7.48565691e-04 -2.48272602e-03
 -3.00342074e-03  1.92121423e-03  4.43430856e-04 -2.26410918e-03
  9.34861664e-04  2.91865096e-04  1.09724796e-03 -2.42789179e-03
  1.03363318e-03  1.39716344e-04 -3.30713468e-03 -1.70341312e-03]"
00041,"[ 2.74454683e-01  6.72914147e-01  2.10006386e-01  4.79639739e-01
  2.23720849e-01  1.70446008e-01  2.88160563e-01  3.96064728e-01
  3.61355662e-01  4.41825837e-01  1.92267552e-01  2.57309616e-01
  2.77781993e-01  4.91470098e-01  4.98863280e-01  2.26333603e-01
 -4.14930677e+00  1.67758293e+01 -1.39985323e+00  8.27339649e+00
  2.54703999e+00 -8.09541464e-01 -1.32462287e+00 -2.23156333e+00
  7.64035225e+00  6.21210384e+00 -6.74620628e-01  4.48440838e+00
 -2.06958437e+00 -9.40460682e+00  1.20375319e+01  1.89424562e+00
  5.48419687e-03  8.49568946e-04  7.25107443e-04  7.89612786e-04
  4.94045070e-03 -5.24353140e-04 -1.52197358e-03  2.82845716e-03
 -4.84286312e-03 -2.96407276e-03 -2.03312055e-03  4.77384757e-03
 -1.69566910e-03 -1.80700396e-03 -2.63738632e-03 -4.90528141e-04]"
00042,"[ 2.20751569e-01  7.35807180e-01  2.53627181e-01  5.03320634e-01
  1.49813995e-01  1.11503273e-01  2.42928639e-01  2.92631656e-01
  4.39874858e-01  3.53097945e-01  1.44620851e-01  3.74166250e-01
  2.53222018e-01  5.39416015e-01  6.46362662e-01  2.26027593e-01
 -3.94727063e+00  1.67919121e+01 -1.73393738e+00  8.26859093e+00
  2.40115905e+00 -7.17372656e-01 -1.47167349e+00 -2.00750065e+00
  7.62840080e+00  6.11429501e+00 -6.78917050e-01  4.68907356e+00
 -1.99638057e+00 -9.40283394e+00  1.20964441e+01  2.06853151e+00
  1.99302089e-03 -5.86179587e-04 -1.06031390e-03  1.26244370e-03
  7.32673539e-04 -8.19007556e-04  4.80081408e-04 -1.25469255e-03
 -2.20597707e-03  6.72737757e-04  3.42980963e-03  5.21168240e-04
 -1.20249403e-03  2.15419337e-04  1.79732355e-03 -2.38569960e-03]"
00043,"[ 3.43313068e-01  1.14310515e+00  2.58569568e-01  6.97520316e-01
  2.22194955e-01  1.72922775e-01  3.37145507e-01  5.27834117e-01
  6.00653231e-01  5.76070130e-01  1.99715957e-01  3.41545641e-01
  3.16448748e-01  8.03961456e-01  8.58022928e-01  3.54362309e-01
 -3.94150710e+00  1.59173298e+01 -1.24672401e+00  7.56726122e+00
  2.34932423e+00 -6.18026078e-01 -1.39323461e+00 -1.88427138e+00
  7.17446852e+00  5.79422426e+00 -7.83491492e-01  4.19870567e+00
 -2.14178252e+00 -8.77409267e+00  1.13994360e+01  1.57957995e+00
  2.21415870e-03  3.06127418e-03  2.84240127e-03  7.36634955e-04
 -6.85783533e-04  2.44293561e-03  5.69257981e-04  3.93292906e-04
  3.08170787e-03  2.93797713e-03 -6.88543400e-04 -8.11526918e-04
  2.42574984e-03 -3.40234214e-03  2.14445285e-03  2.14017838e-03]"
00044,"[ 8.34909320e-01  2.89800239e+00  5.97750306e-01  1.73837483e+00
  2.97073901e-01  1.35433197e-01  6.52680933e-01  3.82591188e-01
  1.54160392e+00  1.24661517e+00  9.28691924e-02  1.06291318e+00
  5.88382602e-01  1.82898211e+00  2.29131126e+00  6.33207262e-01
 -2.23603439e+00  1.12470264e+01 -1.07743216e+00  5.26883888e+00
  1.81763279e+00 -6.23083830e-01 -1.35493684e+00 -6.08845115e-01
  4.75505066e+00  3.80218744e+00 -7.09908307e-01  3.55893326e+00
 -1.20681882e+00 -5.67347145e+00  7.83770895e+00  1.30552566e+00
 -2.30709253e-03  1.49733898e-03 -1.71305450e-03 -1.28900393e-04
 -3.48381507e-04 -2.04125626e-04 -2.85920911e-03  2.19029736e-03
  1.17464962e-03  6.36160374e-04  1.25677648e-03  3.16430616e-04
 -3.67554672e-03 -1.71981510e-03  1.87947760e-03 -1.92852220e-03]"
00045,"[ 5.27484417e-01  1.45263505e+00  2.95412779e-01  9.34185445e-01
  3.41334015e-01  1.86282292e-01  3.84783119e-01  5.29390991e-01
  7.89449692e-01  7.15309739e-01  2.45466486e-01  4.09480572e-01
  5.84309995e-01  9.69362974e-01  1.06165469e+00  3.47523093e-01
 -3.65345311e+00  1.52611341e+01 -1.36307955e+00  7.43754625e+00
  2.19210768e+00 -6.58326209e-01 -1.36636531e+00 -1.76142979e+00
  6.90793371e+00  5.68067026e+00 -7.53382862e-01  4.28346920e+00
 -1.76753938e+00 -8.43169498e+00  1.09337263e+01  1.74720418e+00
 -2.41695892e-03  6.24510569e-03 -2.19123193e-03  2.15195947e-03
  1.71013342e-03  4.06577330e-03 -5.91292996e-03 -3.62095504e-03
  5.03073391e-04  3.86292710e-03  3.15492183e-03  1.51293960e-03
 -5.60951564e-03 -5.98708534e-03  2.48678423e-03  2.46160242e-04]"
00046,"[ 2.31708243e-01  6.22118533e-01  1.80509090e-01  3.52332592e-01
  1.54883116e-01  9.30736586e-02  1.76121011e-01  1.83964506e-01
  3.24685574e-01  2.68489659e-01  1.03966162e-01  2.17111573e-01
  2.23957166e-01  3.99092674e-01  4.86805141e-01  1.48976639e-01
 -3.55421138e+00  1.47475014e+01 -9.64724243e-01  7.09981203e+00
  2.21396613e+00 -6.79373264e-01 -7.53998041e-01 -2.21182513e+00
  6.60624218e+00  5.65731764e+00 -1.02557564e+00  3.59106326e+00
 -1.36135995e+00 -8.12000370e+00  1.05562830e+01  1.47954631e+00
 -1.64411211e-03 -6.73006742e-04 -1.50935619e-03 -8.19687150e-04
 -1.03617988e-03  2.63394352e-03 -1.86276455e-03  6.20952529e-04
 -1.25196754e-03 -3.71396745e-03  6.56261658e-04 -1.05469960e-03
 -8.53717964e-04  5.48940438e-04  1.31825097e-04  4.31151726e-04]"
00047,"[ 6.74158573e-01  2.47103930e+00  4.25473928e-01  1.50918436e+00
  3.60232711e-01  1.61091194e-01  3.68325442e-01  5.76036155e-01
  1.29829788e+00  1.12894273e+00  1.52181432e-01  7.09778070e-01
  4.08404380e-01  1.62025285e+00  1.87922430e+00  5.11756957e-01
 -3.54457951e+00  1.45914965e+01 -1.24634433e+00  6.84508133e+00
  2.27485418e+00 -5.19724429e-01 -1.47497737e+00 -1.38481557e+00
  6.43624306e+00  5.16634560e+00 -7.60837555e-01  4.18462753e+00
 -1.95121312e+00 -7.82395077e+00  1.04765501e+01  1.37328804e+00
  5.77187946e-04 -1.28316574e-03  2.57339695e-03 -1.12818958e-03
  1.58386862e-04  3.05003708e-03  3.49016952e-03 -1.42762844e-03
 -2.21843750e-03 -8.87551878e-04  2.13681187e-04  3.99525349e-04
 -9.61397384e-04  3.59741032e-04 -1.49101579e-03  3.08188331e-04]"
00048,"[ 2.57632226e-01  9.91363287e-01  3.29285890e-01  6.48152113e-01
  1.97228000e-01  1.41366318e-01  2.95243412e-01  3.23613644e-01
  5.42193234e-01  4.33954835e-01  1.81379735e-01  4.11730230e-01
  3.05690795e-01  6.52893305e-01  7.89151728e-01  3.06818128e-01
 -3.68153572e+00  1.53379259e+01 -1.34798026e+00  7.30380821e+00
  2.40238118e+00 -6.37032211e-01 -1.56260109e+00 -1.55806661e+00
  6.87479210e+00  5.42401266e+00 -6.51517272e-01  4.45172358e+00
 -2.09130883e+00 -8.24896240e+00  1.10587149e+01  1.47228158e+00
 -7.72852164e-04  4.02264717e-03  6.50070035e-04  6.61553481e-04
  1.31573891e-03  9.87639603e-04 -8.67247773e-04 -1.13273278e-04
  2.16033010e-03  1.37726364e-03  8.08324076e-04  1.41189903e-03
 -1.44664816e-03 -2.86912511e-03  2.13677251e-03  5.98600023e-05]"
00049,"[ 1.98633075e-01  6.56361401e-01  2.89828211e-01  4.91161734e-01
  1.63285762e-01  1.61109343e-01  2.87816256e-01  3.23311567e-01
  3.87182683e-01  3.70205998e-01  1.71050265e-01  3.42882186e-01
  2.51902610e-01  5.07618666e-01  5.19620538e-01  3.76607031e-01
 -3.97813272e+00  1.66593933e+01 -1.57910395e+00  8.22703552e+00
  2.46071553e+00 -7.07813799e-01 -1.45751309e+00 -1.97840703e+00
  7.55173159e+00  6.08419895e+00 -6.23692095e-01  4.49323654e+00
 -1.87731171e+00 -9.33760643e+00  1.19585333e+01  2.06203914e+00
  2.69563331e-03 -2.91966781e-03 -2.58586142e-03 -9.80392481e-04
 -3.20749405e-04  1.27132473e-03  2.18032880e-03  9.97594279e-04
  4.37462432e-04  2.48648163e-04  5.37127798e-04 -1.39106288e-03
 -1.87111589e-04  3.75098652e-04  1.98616941e-04  5.18227744e-04]"
